"","TRACTCE","NatWalkInd_weighted"
"263","48201330301",6.31244244718566
"264","48201330302",6.32687609198205
"265","48201330303",6.36339337112929
"266","48201330400",5.27687019286563
"267","48201330500",5.19261754163233
"268","48201330600",8.01824155941536
"269","48201330700",5.59146567039634
"270","48201330800",6.46396289582028
"271","48201330900",5.73222615656137
"272","48201331100",7.41459753261117
"273","48201331200",7.50710299276611
"274","48201331300",5.48406593158278
"275","48201331400",6.66666667
"276","48201331500",5.70448783942025
"277","48201331601",6.09588020411547
"278","48201331602",5.61957868625774
"279","48201331700",4.71973523109887
"280","48201331800",8.00083174660052
"281","48201331900",6.44874943049477
"282","48201332000",6.99310827429494
"283","48201332100",6.66043613373832
"284","48201332200",6.63023522507618
"285","48201332300",5.15319758192809
"286","48201332400",6.02897252090801
"287","48201332500",6.39103388983709
"288","48201332600",7.6986070059486
"289","48201332700",8.18742138269182
"290","48201332800",9.12424808162968
"291","48201332900",9.25766283343103
"292","48201333000",9.50564476767007
"293","48201333100",9.00493583638368
"294","48201333201",8.81987743132887
"295","48201333202",7.95990579337412
"296","48201333300",7.9849231955281
"297","48201333500",9.21868448736635
"298","48201333600",5.31624774099597
"299","48201333700",5.2631320567079
"300","48201333800",5.48353066179736
"301","48201333901",5.59482395639332
"302","48201333902",9.65654734999018
"303","48201334001",10.4906584643427
"304","48201334002",10.3075211359635
"305","48201334003",7.41170026177817
"306","48201334100",7.4324875663059
"307","48201340100",8.95791523164959
"308","48201340201",9.22077777532667
"309","48201340202",6.49999999966667
"310","48201340203",4.19080636874833
"311","48201340301",7.66666666666667
"312","48201340302",7.97694373959429
"313","48201340400",10.8333333366667
"314","48201340500",6.99089054095307
"315","48201340600",6.91942781122275
"316","48201340700",8.25635203127855
"317","48201340800",9.40588695481244
"318","48201340900",9.84796134316984
"319","48201341000",8.86977861447143
"320","48201341100",9.56407260242782
"321","48201341201",8.20675105485232
"322","48201341202",9.13047354765398
"323","48201341301",6.75390450684471
"324","48201341302",9.70320027340789
"325","48201341400",7.25969455511288
"326","48201341501",7.64077015302028
"327","48201341502",8.59379278834763
"328","48201341600",8.57637058935741
"329","48201341700",5.80482456166453
"330","48201341800",3.92390425356963
"331","48201342001",5.49763160451768
"332","48201342002",8.49999999966667
"333","48201342100",11.0978157631054
"334","48201342200",8.52173913078119
"335","48201342300",8.69717486646186
"336","48201342400",8.834474888379
"337","48201342500",9.0944277002304
"338","48201342700",10.2093700709192
"339","48201342800",6.61249814259177
"340","48201342900",8.65492430319162
"341","48201343000",7.97774634618604
"342","48201343100",6.55988665416221
"343","48201343200",6.20300656071291
"344","48201343301",4.54914443536109
"345","48201343302",6.55470737921106
"346","48201343600",7.41388795262187
"347","48201343700",6.81701346393074
"348","48201350100",7.50029007384553
"349","48201350200",6.36211790024201
"350","48201350300",7.05559659303196
"351","48201350400",8.92611226373473
"352","48201350500",8.23980451640365
"353","48201350601",7.52622997320155
"354","48201350602",7.92027260184876
"355","48201350700",5.28835341365462
"356","48201350801",6.60062104378562
"357","48201350802",9.20068396677566
"358","48201410100",8.88456693746832
"359","48201410200",10.3238813603443
"360","48201410300",12.5673277631362
"361","48201410401",10.5334567917136
"362","48201410402",10.3804363238504
"363","48201410500",10.2957523414456
"364","48201410600",11.4316584402826
"365","48201410701",10.9476007044888
"366","48201410702",11.5344848086515
"367","48201410800",10.6371688391839
"368","48201410900",10.5842337625003
"369","48201411000",12.1929029835825
"370","48201411100",9.12956267322486
"371","48201411200",5.63434022135824
"372","48201411300",9.6435700716613
"373","48201411400",9.92229189767736
"374","48201411501",10.1812634259979
"375","48201411502",11.2342651194559
"376","48201411600",9.90615553897499
"377","48201411700",10.4621778875727
"378","48201411800",11.9866717189003
"379","48201411900",9.7931505410894
"380","48201412000",10.0917529161196
"381","48201412100",6.83333333666667
"382","48201412200",10.5015218125194
"383","48201412300",8.99731756975217
"384","48201412400",9.23425515354725
"385","48201412500",8.94486215205514
"386","48201412600",9.88336293998224
"387","48201412700",8.41269617633023
"388","48201412800",7.26309953596971
"389","48201412900",9.02141572333006
"390","48201413000",8.44019383143841
"391","48201413100",6.51585545719553
"392","48201413201",9.66407503435147
"393","48201413202",7.8220771638363
"394","48201413300",9.91029266597463
"395","48201420100",8.31401954013179
"396","48201420200",6.89717348594542
"397","48201420300",8.61237041070928
"398","48201420400",6.8918745992487
"399","48201420500",7.71881103795244
"400","48201420600",10.2572638331129
"401","48201420700",8.20802757324216
"402","48201420800",9.32133730882311
"403","48201420900",8.60083557482604
"404","48201421000",11.2649572616239
"405","48201421101",8.81521065342007
"406","48201421102",8.92756900712944
"407","48201421201",6.06825572142401
"408","48201421202",8.13815083199141
"409","48201421300",9.82615219966045
"410","48201421401",9.70826991244377
"411","48201421402",7.36788564395598
"412","48201421403",9.82937948899137
"413","48201421500",9.36857142792593
"414","48201421600",10.7356704896272
"415","48201421700",8.52950256236021
"416","48201421800",7.44672268120224
"417","48201421900",7.45080995444488
"418","48201422000",6.42730496692277
"419","48201422100",7.00225308591543
"420","48201422200",7.58905899990789
"421","48201422301",7.75405834090809
"422","48201422302",6.5
"423","48201422401",7.72377056180346
"424","48201422402",6.45717382578947
"425","48201422500",8.08932752431676
"426","48201422600",7.47498633769454
"427","48201422701",7.83234213803218
"428","48201422702",6.66050183863292
"429","48201422800",8.84825523611864
"430","48201422900",9.91814686492734
"431","48201423000",5.7179529113571
"432","48201423100",7.51532566716475
"433","48201423201",5.09529025158342
"434","48201423202",9.97464907701517
"435","48201423301",7.88307061029583
"436","48201423302",8.46476009121957
"437","48201423401",7.4690911064681
"438","48201423402",7.90577237381602
"439","48201423500",10.0000000033333
"440","48201423600",6.31311475232873
"441","48201430100",8.94615299019723
"442","48201430200",7.16666666333333
"443","48201430300",7.02849328549134
"444","48201430400",8.0394349616031
"445","48201430500",9.82739861356949
"446","48201430600",7.72818960925366
"447","48201430700",10.9018580070681
"448","48201430800",10.9491390047429
"449","48201430900",8.07497175296497
"450","48201431000",8.11326640762674
"451","48201431101",9.25664459092892
"452","48201431102",9.17754269573201
"453","48201431201",8.83815801143189
"454","48201431202",7.60041046487043
"455","48201431301",10.0365120291627
"456","48201431302",9.21954563253897
"457","48201431401",11.7626552053486
"458","48201431402",11.3174831925744
"459","48201431501",10.7543398808893
"460","48201431502",8.1106418101573
"461","48201431600",8.60861423353876
"462","48201431700",9.79148534911953
"463","48201431801",10.4962623161315
"464","48201431802",11.9963808235283
"465","48201431900",12.3070155323533
"466","48201432001",11.1579294429707
"467","48201432002",9.99227733334014
"468","48201432100",11.2237526303463
"469","48201432200",10.6352956878381
"470","48201432300",9.40628847986719
"471","48201432400",9.857147005009
"472","48201432500",9.45888626398049
"473","48201432600",10.4076674752559
"474","48201432701",10.4734786688516
"475","48201432702",9.30004906771345
"476","48201432801",10.4906437368551
"477","48201432802",7.25016041000962
"478","48201432901",8.21545768797064
"479","48201432902",7.55637756241303
"480","48201433001",11.3014347538738
"481","48201433002",8.64651820620007
"482","48201433003",8.75131048816035
"483","48201433100",10.3958591601174
"484","48201433201",8.45541380870653
"485","48201433202",7.13874965190755
"486","48201433300",9.0092720457684
"487","48201433400",7.7747126458349
"488","48201433501",9.06066399278223
"489","48201433502",7.00504580163794
"490","48201433600",8.3434147812505
"491","48201440100",8.49508081532359
"492","48201450100",6.49999999666667
"493","48201450200",9.49396135320684
"494","48201450300",11.6311449795963
"495","48201450400",9.48560342042066
"496","48201450500",9.21428571380952
"497","48201450600",9.79753694841051
"498","48201450700",8.36299370020747
"499","48201450801",6.59205366561114
"500","48201450802",7.10241652810293
"501","48201450900",9.83893465360681
"502","48201451001",9.7312101925502
"503","48201451002",7.27558230001497
"504","48201451100",8.02241106317837
"505","48201451200",8.51922372423899
"506","48201451300",9.78166966674927
"507","48201451401",9.6383403118472
"508","48201451402",8.88275765107063
"509","48201451403",8.29372457539996
"510","48201451500",10.3791375538147
"511","48201451601",8.04814609754289
"512","48201451602",9.39957373321865
"513","48201451700",11.0958344677375
"514","48201451800",6.31865791961959
"515","48201451901",7.15980248945175
"516","48201451902",6.83333333666667
"517","48201452000",9.67051435442345
"518","48201452100",10.3437942411235
"519","48201452201",10.4262651931888
"520","48201452202",9.59628242593831
"521","48201452300",7.33333333333333
"522","48201452400",8.66855524193456
"523","48201452500",8.3545267240936
"524","48201452600",8.28563676614348
"525","48201452700",8.6661459912646
"526","48201452801",7.17450509095778
"527","48201452802",7.74991682114169
"528","48201452900",8.1664504988543
"529","48201453000",8.79260162470488
"530","48201453100",7.85604395508938
"531","48201453200",10.3177370017756
"532","48201453300",11.33333333
"533","48201453401",8.36402681591871
"534","48201453402",8.76487092919793
"535","48201453403",8.43750000225833
"536","48201453501",7.12746858251396
"537","48201453502",8.42391593656824
"538","48201453601",7.16666666666667
"539","48201453602",8.74410414642767
"540","48201453700",8.538300695357
"541","48201453800",6.34461966592177
"542","48201453900",7.97606098435648
"543","48201454000",9.74145653055586
"544","48201454100",7.77532966393924
"545","48201454200",5.52267723689263
"546","48201454301",8.78476656195486
"547","48201454302",7.41605392144332
"548","48201454400",7.99999999966667
"549","48201454501",8.74987484883316
"550","48201454502",4.99999999966667
"551","48201454600",12.4999999966667
"552","48201454700",8.10385345203508
"553","48201454800",9.87091522954202
"554","48201454900",8.54504615528858
"555","48201455000",9.16666666666667
"556","48201455101",9.56959080353953
"557","48201455102",9.27772020725389
"558","48201455200",10.0663050707249
"559","48201455300",8.83333333366667
"560","48201510100",8.55393053194394
"561","48201510200",12.2968680056152
"562","48201510300",9.53176019528257
"563","48201510400",10.6363402716491
"564","48201510500",10.7732832083118
"565","48201510600",12.3845719806384
"566","48201510700",11.3509389655135
"567","48201510800",10.6563835138381
"568","48201510900",8.52654888103651
"569","48201511001",8.65747586951017
"570","48201511002",8.75275756858797
"571","48201511100",10.2684921074349
"572","48201511200",7.57757575712344
"573","48201511301",11.2886240074705
"574","48201511302",10.9950383969014
"575","48201511400",10.1401776386458
"576","48201511500",11.064609310416
"577","48201511600",10.2703672623909
"578","48201520100",10.3333333333333
"579","48201520200",8.45912698635516
"580","48201520300",9.11960784469864
"581","48201520400",9.07612085899903
"582","48201520500",9.01390980150821
"583","48201520601",9.00000000333333
"584","48201520602",9.09971605174211
"585","48201520700",10.1970366741732
"586","48201521000",12
"587","48201521100",8
"588","48201521200",8.3864398933368
"589","48201521300",7.67234316358439
"590","48201521400",6.28223458062748
"591","48201521500",6.65501435710846
"592","48201521600",6.05469792262245
"593","48201521700",9.54633270144702
"594","48201521800",7.10039074105639
"595","48201521900",8.94847129277554
"596","48201522000",6.61719357804654
"597","48201522100",9.60394942393292
"598","48201522201",9.07440476339286
"599","48201522202",7.99232966220563
"600","48201522301",9.85333333
"601","48201522302",11.6979464520934
"602","48201522401",10.7501291097211
"603","48201522402",8.00468749666667
"604","48201522500",9.23669796479982
"605","48201530100",8.46030534287328
"606","48201530200",8.08611941317478
"607","48201530300",9.91023466353548
"608","48201530400",8.26117129271496
"609","48201530500",6.80971322757632
"610","48201530600",8.91854323186081
"611","48201530700",8.38897816091591
"612","48201530800",7.22586207063448
"613","48201530900",8.17288444267288
"614","48201531000",8.58130601584038
"615","48201531100",9.65583486613529
"616","48201531200",7.19031625869671
"617","48201531300",9.18140770441222
"618","48201531400",9.5
"619","48201531500",9.29954656113139
"620","48201531600",8.89486203586531
"621","48201531700",8.42267639902676
"622","48201531800",4.69470273359341
"623","48201531900",6.02291379354081
"624","48201532001",7.61751225062431
"625","48201532002",7.00000000333333
"626","48201532100",8.1970457060131
"627","48201532200",7.54428932640787
"628","48201532300",10.5030511081832
"629","48201532400",8.43193141835922
"630","48201532501",5.43102851207969
"631","48201532502",5.15017491228792
"632","48201532600",5.53443526324793
"633","48201532700",6.59262261734394
"634","48201532800",10.0000000033333
"635","48201532900",5.94594055332939
"636","48201533000",6.16666667
"637","48201533100",5.08922516213895
"638","48201533200",5.88370314028819
"639","48201533300",7.85747701171103
"640","48201533400",6.88340862397103
"641","48201533500",6.2389641204881
"642","48201533600",8.51572787079493
"643","48201533701",7.23653857528952
"644","48201533702",5.77517522729926
"645","48201533801",7.0106476041592
"646","48201533802",5.61261927222896
"647","48201533901",7.69097685220576
"648","48201533902",9.51260239669397
"649","48201534001",7.83333333333333
"650","48201534002",5.83900851260107
"651","48201534003",5.83333333
"652","48201534100",6.19283196244951
"653","48201534201",7.83333333366667
"654","48201534202",6.47208004532981
"655","48201534203",7.83333333366667
"656","48201540100",7.69920621001862
"657","48201540200",7.99999999666667
"658","48201540501",10.901053425994
"659","48201540502",5.03316524426287
"660","48201540601",6.31601259703949
"661","48201540602",9.37275514658979
"662","48201540700",6.03471740033699
"663","48201540800",6.61137276609678
"664","48201540901",7.16666666666667
"665","48201540902",10.2687105510775
"666","48201541001",8.85709324516467
"667","48201541002",7.06616687160535
"668","48201541003",8.02179087253661
"669","48201541100",7.51869688389684
"670","48201541201",10.0850748434719
"671","48201541202",6.83665414243087
"672","48201541203",9.26786809067145
"673","48201541300",7.25256946584369
"674","48201541400",7.83472518351777
"675","48201541500",6.97085676297703
"676","48201541601",6.24150263499435
"677","48201541602",7.9739568338564
"678","48201541700",7.41204852511846
"679","48201541800",10.2373668888247
"680","48201541900",7.64027149344947
"681","48201542000",7.77009230740445
"682","48201542101",7.49114626717524
"683","48201542102",7.16666666666667
"684","48201542200",6.17182560229117
"685","48201542301",8.0252921613072
"686","48201542302",8.83333333366667
"687","48201542400",9.87248200406173
"688","48201542500",8.16666666666667
"689","48201542600",8.33333333366667
"690","48201542700",10.0089459354337
"691","48201542800",5.32581669377683
"692","48201542900",6.96941608873355
"693","48201543001",5.15272075133324
"694","48201543002",8.53423703585042
"695","48201543003",8.83333333366667
"696","48201543100",3.33333333366667
"697","48201543200",8.3600000017578
"698","48201550100",8.47171310206256
"699","48201550200",4.78122639940311
"700","48201550301",8.1676673480723
"701","48201550302",6.29908359310187
"702","48201550401",6.23531714090526
"703","48201550402",6.65051579015828
"704","48201550500",6.18203217788297
"705","48201550601",5.66666666666667
"706","48201550602",5.67062236418671
"707","48201550603",7.79180976258924
"708","48201550700",5.73466940766461
"709","48201550800",7.83333333
"710","48201550900",7.59360193569642
"711","48201551000",9.50000000333333
"712","48201551100",8.15332599175464
"713","48201551200",9.6635570528304
"714","48201551300",7.51405803653812
"715","48201551400",8.72465886606238
"716","48201551500",9.47293447315385
"717","48201551600",8.5176278591587
"718","48201551701",7.13872380964918
"719","48201551702",7.99808722231395
"720","48201551703",8.59931316368108
"721","48201551800",8.34568605067009
"722","48201551900",8.28985758954266
"723","48201552001",9.72184632135635
"724","48201552002",12.1666666666667
"725","48201552101",10.4999999966667
"726","48201552102",7.16430331383668
"727","48201552103",6.87221718551254
"728","48201552200",8.86990253990468
"729","48201552301",7.60659557649913
"730","48201552302",8.4789513111188
"731","48201552400",9.74670298685956
"732","48201552500",9.26668409100645
"733","48201552601",11.6666666666667
"734","48201552602",8.97128087296377
"735","48201552700",9.58557617745298
"736","48201552800",8.10336854799555
"737","48201552900",9.27615078480179
"738","48201553001",8.31132619078241
"739","48201553002",8.96952144531789
"740","48201553100",9.73054920020388
"741","48201553200",5.45187538823719
"742","48201553300",6.18684334444718
"743","48201553401",7.69056110318592
"744","48201553402",7.64065732022631
"745","48201553403",10.4999999966667
"746","48201553500",7.71400580546536
"747","48201553600",8.16726359557157
"748","48201553700",9.83969825837954
"749","48201553801",9.66666666666667
"750","48201553802",8.13403591824467
"751","48201553900",10.744009932216
"752","48201554001",10.6145458202231
"753","48201554002",9.11977097643297
"754","48201554101",11.4999999966667
"755","48201554102",8.41440511825907
"756","48201554200",8.46294307324379
"757","48201554301",6.5670337934237
"758","48201554302",7.80475805379081
"759","48201554401",8.84132285527177
"760","48201554402",8.43837283707737
"761","48201554403",7.49999999966667
"762","48201554501",6.59335494345224
"763","48201554502",6.71321182173865
"764","48201554600",9.35536483875762
"765","48201554700",8.88425870288524
"766","48201554801",7.49999999966667
"767","48201554802",7.48570787702371
"768","48201554901",8.3127141166902
"769","48201554902",8.27286802762731
"770","48201554903",6.16666666666667
"771","48201555000",8.11363726550204
"772","48201555100",7.06880990036575
"773","48201555200",4.33247722113786
"774","48201555301",6.99999999966667
"775","48201555302",8.08246333242234
"776","48201555303",6.99999999966667
"777","48201555401",7.83333333366667
"778","48201555402",8.96105479226669
"779","48201555501",8.22086933763132
"780","48201555502",7.42044907568509
"781","48201555600",5.81229697135812
"782","48201555701",7.25117318402421
"783","48201555702",7.33333333366667
"784","48201556000",4.53838036247025
"785","48201980000",5.33333333366667
"786","48201980100",4.99999999966667
